CustomerID,AcqChannel,Device,MacroRegion,MicroZone,PrimaryGoal,LoyaltyTier,RewardPoints,ProjectedLTV,CustomerReturnRatePct
CUST-2565,Organic,iOS App,East,Zone-5,Endurance,Bronze,4177,759.29,0.0
CUST-2566,Search,Desktop,East,Zone-8,Endurance,Gold,3400,808.56,0.0
CUST-2567,Paid Social,iOS App,East,Zone-9,General Health,Bronze,2038,226.33,0.0
CUST-2568,Organic,Mobile Web,East,Zone-1,Endurance,Bronze,2984,325.17,33.0
CUST-2569,Influencer,Desktop,East,Zone-5,Endurance,Bronze,3778,717.62,11.0
CUST-2570,Organic,iOS App,South,Zone-2,Endurance,Bronze,3762,1011.73,10.0
CUST-2571,Influencer,Android App,West,Zone-6,Endurance,Gold,4674,410.85,20.0
CUST-2572,Influencer,Desktop,North,Zone-4,General Health,Bronze,840,925.49,29.0
CUST-2573,Influencer,Desktop,South,Zone-1,General Health,Gold,650,690.93,22.0
CUST-2574,Search,Desktop,West,Zone-2,Weight Loss,Bronze,4891,2113.27,0.0
CUST-2575,Influencer,iOS App,North,Zone-3,Endurance,Silver,4235,336.06,10.0
CUST-2576,Paid Social,Android App,North,Zone-6,Endurance,Bronze,4331,871.74,0.0
CUST-2577,Paid Social,iOS App,West,Zone-3,Endurance,Gold,3427,1317.42,0.0
CUST-2578,Organic,Android App,South,Zone-2,General Health,Bronze,218,710.34,0.0
CUST-2579,Organic,Mobile Web,North,Zone-5,Muscle Gain,Silver,4674,538.67,0.0
CUST-2580,Paid Social,Mobile Web,West,Zone-1,Endurance,Bronze,2287,961.67,9.0
CUST-2581,Paid Social,iOS App,East,Zone-9,Endurance,Bronze,4445,762.11,0.0
CUST-2582,Paid Social,Android App,South,Zone-3,Weight Loss,Silver,2768,563.33,0.0
CUST-2583,Search,iOS App,East,Zone-6,Weight Loss,Bronze,1748,834.25,30.0
CUST-2584,Search,Mobile Web,West,Zone-6,Endurance,Gold,3627,508.27,0.0
CUST-2585,Paid Social,iOS App,South,Zone-1,Weight Loss,Bronze,405,1034.77,0.0
CUST-2586,Search,Android App,North,Zone-3,General Health,Gold,3691,1035.42,0.0
CUST-2587,Organic,iOS App,West,Zone-2,General Health,Bronze,3194,525.66,17.0
CUST-2588,Organic,iOS App,East,Zone-8,Weight Loss,Silver,2855,1236.14,7.0
CUST-2589,Search,iOS App,East,Zone-7,Weight Loss,Silver,220,327.97,0.0
CUST-2590,Organic,Desktop,East,Zone-1,General Health,Bronze,1625,1167.47,0.0
CUST-2591,Influencer,Android App,East,Zone-9,Weight Loss,Bronze,3869,460.62,27.0
CUST-2592,Organic,iOS App,South,Zone-8,Weight Loss,Silver,2254,864.38,0.0
CUST-2593,Organic,Desktop,North,Zone-6,Muscle Gain,Bronze,83,246.38,9.0
CUST-2594,Influencer,iOS App,East,Zone-5,Endurance,Bronze,1986,257.1,14.0
CUST-2595,Influencer,Android App,South,Zone-5,Muscle Gain,Bronze,1891,577.72,0.0
CUST-2596,Paid Social,iOS App,East,Zone-6,Endurance,Bronze,426,963.91,9.0
CUST-2597,Search,Mobile Web,North,Zone-4,Muscle Gain,Bronze,4038,1061.64,10.0
CUST-2598,Organic,Android App,South,Zone-6,General Health,Bronze,4414,1595.26,6.0
CUST-2599,Paid Social,Desktop,West,Zone-7,Weight Loss,Bronze,167,610.68,0.0
CUST-2600,Search,Desktop,West,Zone-8,Endurance,Gold,1404,624.68,0.0
CUST-2601,Organic,iOS App,South,Zone-4,General Health,Bronze,1969,830.25,0.0
CUST-2602,Paid Social,Desktop,North,Zone-6,Muscle Gain,Bronze,3535,482.58,14.0
CUST-2603,Search,iOS App,East,Zone-9,Muscle Gain,Bronze,4848,1102.32,8.0
CUST-2604,Search,iOS App,East,Zone-4,General Health,Silver,4632,641.39,0.0
CUST-2605,Paid Social,iOS App,South,Zone-7,Endurance,Bronze,3394,1549.77,0.0
CUST-2606,Organic,iOS App,North,Zone-7,Endurance,Bronze,730,1173.4,8.0
CUST-2607,Paid Social,Android App,South,Zone-7,Endurance,Bronze,4984,374.46,0.0
CUST-2608,Paid Social,iOS App,North,Zone-1,General Health,Silver,4448,1009.59,10.0
CUST-2609,Paid Social,iOS App,West,Zone-9,Endurance,Silver,3873,989.93,8.0
CUST-2610,Paid Social,Mobile Web,East,Zone-6,Endurance,Bronze,1348,1320.71,0.0
CUST-2611,Organic,Desktop,East,Zone-4,General Health,Bronze,4886,708.21,0.0
CUST-2612,Influencer,iOS App,West,Zone-1,General Health,Bronze,3183,548.62,18.0
CUST-2613,Influencer,Desktop,East,Zone-2,Muscle Gain,Bronze,2848,520.48,30.0
CUST-2614,Organic,iOS App,West,Zone-6,General Health,Silver,2068,737.86,0.0
CUST-2615,Organic,Desktop,West,Zone-1,General Health,Bronze,4298,607.96,0.0
CUST-2616,Influencer,Mobile Web,East,Zone-3,Weight Loss,Bronze,1530,1559.63,7.0
CUST-2617,Paid Social,iOS App,North,Zone-1,General Health,Bronze,2075,1100.58,12.0
CUST-2618,Paid Social,Android App,North,Zone-9,Muscle Gain,Silver,1895,1652.91,0.0
CUST-2619,Search,Android App,West,Zone-7,General Health,Gold,2393,761.66,12.0
CUST-2620,Search,Android App,South,Zone-2,General Health,Bronze,1246,1007.67,0.0
CUST-2621,Paid Social,Android App,North,Zone-9,Weight Loss,Silver,1877,630.93,11.0
CUST-2622,Organic,Android App,East,Zone-8,Muscle Gain,Silver,1144,2196.16,0.0
CUST-2623,Paid Social,Desktop,South,Zone-6,Weight Loss,Bronze,1215,803.35,0.0
CUST-2624,Paid Social,iOS App,North,Zone-6,Weight Loss,Bronze,4273,934.13,10.0
CUST-2625,Paid Social,Desktop,East,Zone-6,Weight Loss,Silver,2745,514.7,12.0
CUST-2626,Influencer,Mobile Web,East,Zone-9,Weight Loss,Silver,2467,244.05,0.0
CUST-2627,Paid Social,Mobile Web,North,Zone-6,General Health,Bronze,3812,823.68,0.0
CUST-2628,Organic,Android App,North,Zone-1,Weight Loss,Bronze,3119,400.3,29.0
CUST-2629,Paid Social,Android App,South,Zone-9,Muscle Gain,Bronze,3362,856.37,9.0
CUST-2630,Influencer,iOS App,East,Zone-8,Endurance,Silver,4166,368.36,25.0
CUST-2631,Paid Social,Android App,North,Zone-6,Weight Loss,Silver,2532,936.82,0.0
CUST-2632,Organic,Desktop,East,Zone-9,Endurance,Bronze,2521,2298.62,0.0
CUST-2633,Search,Android App,North,Zone-1,Muscle Gain,Bronze,1502,431.65,12.0
CUST-2634,Influencer,Desktop,East,Zone-9,Muscle Gain,Bronze,3761,485.46,0.0
CUST-2635,Organic,iOS App,North,Zone-4,Weight Loss,Bronze,3515,1275.43,11.0
CUST-2636,Paid Social,iOS App,South,Zone-9,Weight Loss,Bronze,2335,563.56,0.0
CUST-2637,Organic,Android App,South,Zone-7,Weight Loss,Bronze,1072,1739.77,0.0
CUST-2638,Paid Social,Mobile Web,North,Zone-8,Muscle Gain,Bronze,3840,1201.6,18.0
CUST-2639,Organic,Android App,North,Zone-6,Weight Loss,Bronze,2633,693.71,0.0
CUST-2640,Search,Desktop,North,Zone-1,General Health,Bronze,1051,121.58,50.0
CUST-2641,Search,Android App,East,Zone-7,Weight Loss,Gold,3466,995.09,0.0
CUST-2642,Paid Social,Desktop,East,Zone-5,Weight Loss,Bronze,3639,791.69,0.0
CUST-2643,Search,Android App,West,Zone-6,Endurance,Bronze,2664,1248.67,9.0
CUST-2644,Paid Social,iOS App,West,Zone-2,General Health,Bronze,934,1005.99,0.0
CUST-2645,Search,Desktop,North,Zone-4,General Health,Bronze,552,873.67,9.0
CUST-2646,Organic,Android App,West,Zone-5,General Health,Bronze,1576,834.28,23.0
CUST-2647,Search,Android App,South,Zone-9,General Health,Bronze,4317,1072.04,0.0
CUST-2648,Paid Social,Desktop,East,Zone-2,Weight Loss,Bronze,3978,1456.5,0.0
CUST-2649,Organic,Desktop,North,Zone-6,General Health,Bronze,3715,117.43,40.0
CUST-2650,Organic,iOS App,West,Zone-5,General Health,Bronze,30,654.42,14.0
CUST-2651,Organic,Android App,South,Zone-1,Muscle Gain,Silver,185,1949.24,8.0
CUST-2652,Organic,iOS App,East,Zone-4,Endurance,Bronze,3870,1068.37,0.0
CUST-2653,Organic,iOS App,West,Zone-7,Weight Loss,Gold,2921,1142.23,0.0
CUST-2654,Organic,Desktop,West,Zone-2,General Health,Bronze,3057,1339.04,17.0
CUST-2655,Search,Android App,East,Zone-7,General Health,Bronze,4255,628.42,0.0
CUST-2656,Paid Social,Android App,East,Zone-2,Weight Loss,Bronze,580,1249.68,0.0
CUST-2657,Organic,iOS App,East,Zone-9,General Health,Bronze,3361,499.92,14.0
CUST-2658,Paid Social,Android App,East,Zone-2,General Health,Bronze,2621,2140.1,0.0
CUST-2659,Paid Social,iOS App,South,Zone-9,Endurance,Bronze,4923,893.6,0.0
CUST-2660,Organic,Desktop,North,Zone-6,General Health,Bronze,1217,574.61,22.0
CUST-2661,Organic,Desktop,East,Zone-4,General Health,Bronze,1623,896.01,11.0
CUST-2662,Organic,Desktop,West,Zone-5,Muscle Gain,Bronze,3791,977.39,0.0
CUST-2663,Search,Android App,South,Zone-6,General Health,Bronze,256,2374.4,15.0
CUST-2664,Paid Social,iOS App,South,Zone-2,Muscle Gain,Bronze,2045,368.18,0.0
CUST-2665,Paid Social,iOS App,South,Zone-8,Muscle Gain,Bronze,3448,792.72,14.0
CUST-2666,Paid Social,Android App,East,Zone-9,Endurance,Bronze,952,848.52,0.0
CUST-2667,Organic,Android App,South,Zone-6,General Health,Bronze,1798,1386.09,0.0
CUST-2668,Organic,iOS App,West,Zone-8,General Health,Bronze,2095,315.15,0.0
CUST-2669,Organic,Android App,South,Zone-9,General Health,Bronze,1543,1508.41,8.0
CUST-2670,Paid Social,Android App,East,Zone-2,Weight Loss,Bronze,4948,683.12,0.0
CUST-2671,Organic,Desktop,North,Zone-7,Endurance,Bronze,709,1029.55,0.0
CUST-2672,Organic,Desktop,East,Zone-5,Muscle Gain,Bronze,4045,1038.07,0.0
CUST-2673,Organic,Mobile Web,South,Zone-5,Endurance,Bronze,624,624.78,11.0
CUST-2674,Paid Social,Mobile Web,South,Zone-9,Endurance,Bronze,4314,397.72,20.0
CUST-2675,Search,Android App,North,Zone-2,Endurance,Silver,3386,836.85,0.0
CUST-2676,Organic,iOS App,East,Zone-4,Weight Loss,Bronze,873,409.68,0.0
CUST-2677,Paid Social,Desktop,North,Zone-9,General Health,Bronze,4084,2133.6,7.0
CUST-2678,Paid Social,Android App,East,Zone-3,Weight Loss,Silver,2870,1312.07,10.0
CUST-2679,Paid Social,Desktop,East,Zone-6,General Health,Bronze,3471,592.72,15.0
CUST-2680,Paid Social,Android App,East,Zone-4,General Health,Bronze,4496,1066.49,8.0
CUST-2681,Organic,iOS App,East,Zone-3,Endurance,Bronze,3412,331.31,12.0
CUST-2682,Paid Social,Desktop,North,Zone-7,Endurance,Bronze,3886,576.37,10.0
CUST-2683,Paid Social,iOS App,West,Zone-9,Endurance,Bronze,2123,784.55,0.0
CUST-2684,Paid Social,Android App,South,Zone-6,Weight Loss,Silver,1862,2183.71,0.0
CUST-2685,Organic,Android App,South,Zone-3,Muscle Gain,Bronze,4263,401.72,0.0
CUST-2686,Paid Social,Desktop,North,Zone-3,Muscle Gain,Bronze,179,779.26,0.0
CUST-2687,Paid Social,Android App,North,Zone-4,Muscle Gain,Silver,3165,215.04,0.0
CUST-2688,Organic,Desktop,West,Zone-6,Muscle Gain,Silver,1082,1125.72,0.0
CUST-2689,Paid Social,iOS App,North,Zone-2,General Health,Silver,4445,916.16,0.0
CUST-2690,Paid Social,iOS App,East,Zone-2,General Health,Bronze,2910,567.73,0.0
CUST-2691,Paid Social,iOS App,South,Zone-1,Endurance,Bronze,3409,645.53,0.0
CUST-2692,Paid Social,Desktop,North,Zone-8,Weight Loss,Bronze,2205,1790.7,0.0
CUST-2693,Search,Mobile Web,East,Zone-9,Weight Loss,Bronze,388,1723.95,0.0
CUST-2694,Paid Social,iOS App,South,Zone-5,Endurance,Bronze,2578,1172.01,8.0
CUST-2695,Organic,iOS App,North,Zone-5,General Health,Bronze,1792,1603.19,0.0
CUST-2696,Organic,Mobile Web,West,Zone-5,Endurance,Silver,318,380.5,17.0
CUST-2697,Search,Android App,South,Zone-4,Weight Loss,Bronze,3430,743.82,0.0
CUST-2698,Paid Social,iOS App,North,Zone-2,Endurance,Bronze,723,998.37,25.0
CUST-2699,Search,iOS App,North,Zone-6,Muscle Gain,Gold,1088,1329.64,0.0
CUST-2700,Organic,iOS App,South,Zone-9,Muscle Gain,Bronze,4579,706.95,0.0
CUST-2701,Paid Social,Mobile Web,North,Zone-2,Weight Loss,Silver,2179,1011.86,0.0
CUST-2702,Paid Social,iOS App,North,Zone-1,Muscle Gain,Bronze,2012,480.23,0.0
CUST-2703,Paid Social,iOS App,South,Zone-3,Muscle Gain,Bronze,250,907.56,0.0
CUST-2704,Organic,Desktop,North,Zone-5,Endurance,Silver,2699,660.14,0.0
CUST-2705,Paid Social,Mobile Web,North,Zone-9,Muscle Gain,Bronze,4780,456.98,0.0
CUST-2706,Organic,Android App,South,Zone-9,General Health,Bronze,1552,1719.73,0.0
CUST-2707,Search,iOS App,West,Zone-8,General Health,Bronze,4963,1596.64,0.0
CUST-2708,Influencer,Desktop,South,Zone-3,Weight Loss,Bronze,2809,508.93,8.0
CUST-2709,Paid Social,Desktop,West,Zone-5,Weight Loss,Silver,4474,570.17,10.0
CUST-2710,Paid Social,Mobile Web,North,Zone-2,Weight Loss,Bronze,157,1233.22,22.0
CUST-2711,Paid Social,Desktop,West,Zone-8,Muscle Gain,Bronze,3222,1735.14,17.0
CUST-2712,Paid Social,Desktop,West,Zone-7,Endurance,Bronze,1654,833.4,14.0
CUST-2713,Paid Social,iOS App,North,Zone-1,General Health,Bronze,1743,498.04,14.0
CUST-2714,Search,iOS App,South,Zone-4,Muscle Gain,Bronze,2505,279.28,0.0
CUST-2715,Influencer,iOS App,North,Zone-1,General Health,Silver,561,244.59,0.0
CUST-2716,Organic,Android App,West,Zone-9,Muscle Gain,Bronze,243,2013.01,0.0
CUST-2717,Search,Android App,East,Zone-2,Muscle Gain,Bronze,1068,1113.43,0.0
CUST-2718,Organic,Desktop,West,Zone-4,General Health,Bronze,1871,1049.82,0.0
CUST-2719,Paid Social,iOS App,South,Zone-9,Endurance,Bronze,3511,693.46,25.0
CUST-2720,Organic,Desktop,East,Zone-6,General Health,Bronze,4961,1143.67,9.0
CUST-2721,Influencer,Mobile Web,North,Zone-6,General Health,Gold,3800,441.26,0.0
CUST-2722,Paid Social,Desktop,West,Zone-9,General Health,Silver,1530,1066.32,0.0
CUST-2723,Influencer,Desktop,South,Zone-1,General Health,Bronze,704,817.75,27.0
CUST-2724,Influencer,Android App,South,Zone-4,Weight Loss,Bronze,3831,575.44,25.0
CUST-2725,Organic,iOS App,North,Zone-6,General Health,Bronze,2478,720.1,0.0
CUST-2726,Search,iOS App,South,Zone-2,General Health,Bronze,3855,1624.41,6.0
CUST-2727,Organic,iOS App,East,Zone-2,Muscle Gain,Silver,2500,1427.08,8.0
CUST-2728,Organic,Desktop,North,Zone-1,Muscle Gain,Bronze,2393,503.83,0.0
CUST-2729,Organic,Android App,East,Zone-6,General Health,Bronze,4333,1683.98,0.0
CUST-2730,Paid Social,Android App,South,Zone-9,Muscle Gain,Silver,2496,648.19,0.0
CUST-2731,Organic,iOS App,East,Zone-2,Weight Loss,Bronze,3208,1271.41,17.0
CUST-2732,Search,iOS App,East,Zone-1,Endurance,Bronze,1803,806.28,0.0
CUST-2733,Paid Social,Android App,West,Zone-8,Weight Loss,Bronze,4922,1501.77,0.0
CUST-2734,Organic,Desktop,South,Zone-7,General Health,Bronze,4769,597.76,0.0
CUST-2735,Paid Social,Android App,East,Zone-9,General Health,Bronze,6,1219.65,14.0
CUST-2736,Organic,Desktop,North,Zone-6,Endurance,Gold,2798,336.95,0.0
CUST-2737,Organic,iOS App,South,Zone-7,Muscle Gain,Bronze,4424,683.27,8.0
CUST-2738,Influencer,Desktop,South,Zone-2,Weight Loss,Gold,1913,1659.74,6.0
CUST-2739,Organic,iOS App,East,Zone-1,Weight Loss,Bronze,738,426.51,17.0
CUST-2740,Organic,iOS App,North,Zone-3,Weight Loss,Bronze,516,1062.68,0.0
CUST-2741,Paid Social,Mobile Web,North,Zone-3,Endurance,Bronze,2817,827.71,11.0
CUST-2742,Paid Social,Android App,North,Zone-5,Muscle Gain,Silver,934,1186.39,0.0
CUST-2743,Influencer,Android App,South,Zone-4,General Health,Bronze,658,693.97,0.0
CUST-2744,Organic,iOS App,West,Zone-9,General Health,Bronze,1443,659.69,0.0
CUST-2745,Paid Social,Android App,North,Zone-2,Muscle Gain,Bronze,3833,680.44,33.0
CUST-2746,Search,iOS App,East,Zone-3,Weight Loss,Gold,2510,1054.78,0.0
CUST-2747,Paid Social,iOS App,East,Zone-7,Weight Loss,Gold,3344,849.56,8.0
CUST-2748,Influencer,iOS App,East,Zone-3,Weight Loss,Bronze,598,1143.02,9.0
CUST-2749,Search,iOS App,East,Zone-5,Endurance,Bronze,2600,1027.55,0.0
CUST-2750,Paid Social,Android App,South,Zone-3,Endurance,Bronze,2594,714.08,0.0
CUST-2751,Organic,iOS App,South,Zone-7,General Health,Bronze,4534,647.74,0.0
CUST-2752,Organic,Desktop,East,Zone-1,Weight Loss,Silver,4177,836.32,0.0
CUST-2753,Paid Social,iOS App,East,Zone-9,Muscle Gain,Gold,230,757.08,0.0
CUST-2754,Paid Social,iOS App,West,Zone-1,General Health,Bronze,717,885.49,0.0
CUST-2755,Organic,iOS App,East,Zone-3,General Health,Silver,599,1360.47,0.0
CUST-2756,Search,Android App,West,Zone-5,Muscle Gain,Bronze,2555,1876.9,14.0
CUST-2757,Paid Social,iOS App,South,Zone-4,General Health,Silver,2626,588.71,11.0
CUST-2758,Paid Social,iOS App,South,Zone-8,Weight Loss,Bronze,2401,1339.21,5.0
CUST-2759,Influencer,iOS App,East,Zone-5,General Health,Silver,3195,417.23,31.0
CUST-2760,Paid Social,Android App,East,Zone-9,Endurance,Bronze,3396,1389.94,8.0
CUST-2761,Influencer,Desktop,East,Zone-9,General Health,Silver,860,246.53,10.0
CUST-2762,Paid Social,Mobile Web,West,Zone-9,Endurance,Bronze,2641,1684.55,0.0
CUST-2763,Paid Social,Android App,North,Zone-9,Weight Loss,Gold,3140,742.28,0.0
CUST-2764,Paid Social,Android App,East,Zone-8,General Health,Gold,1817,422.67,10.0
CUST-2765,Organic,Desktop,North,Zone-2,General Health,Silver,98,1971.3,0.0
CUST-2766,Organic,iOS App,West,Zone-6,General Health,Gold,1310,1482.7,0.0
CUST-2767,Paid Social,iOS App,South,Zone-3,Muscle Gain,Bronze,3169,1096.65,0.0
CUST-2768,Search,iOS App,North,Zone-4,Muscle Gain,Bronze,3203,611.28,10.0
CUST-2769,Paid Social,iOS App,West,Zone-2,Muscle Gain,Bronze,4221,1219.51,14.0
CUST-2770,Paid Social,iOS App,North,Zone-9,Weight Loss,Bronze,3792,515.0,0.0
CUST-2771,Influencer,Desktop,West,Zone-8,Weight Loss,Bronze,4506,363.03,36.0
CUST-2772,Paid Social,Desktop,West,Zone-4,Weight Loss,Bronze,2712,1468.78,9.0
CUST-2773,Search,Android App,West,Zone-3,Weight Loss,Bronze,1367,725.3,0.0
CUST-2774,Search,iOS App,South,Zone-8,General Health,Silver,3889,1672.19,11.0
CUST-2775,Search,Android App,South,Zone-2,Weight Loss,Silver,1757,1456.03,0.0
CUST-2776,Organic,Mobile Web,South,Zone-7,Weight Loss,Bronze,1179,1356.47,9.0
CUST-2777,Paid Social,Android App,West,Zone-3,General Health,Bronze,4604,1330.24,8.0
CUST-2778,Search,Desktop,West,Zone-7,Muscle Gain,Bronze,331,1808.46,0.0
CUST-2779,Paid Social,iOS App,East,Zone-9,Muscle Gain,Bronze,4210,382.57,33.0
CUST-2780,Paid Social,Android App,South,Zone-6,Weight Loss,Bronze,4503,1116.59,20.0
CUST-2781,Organic,iOS App,South,Zone-2,Weight Loss,Bronze,814,1395.68,0.0
CUST-2782,Paid Social,Desktop,North,Zone-1,General Health,Bronze,464,1371.99,8.0
CUST-2783,Paid Social,Android App,South,Zone-3,Endurance,Bronze,1643,227.44,25.0
CUST-2784,Paid Social,Android App,North,Zone-3,General Health,Bronze,4063,509.03,11.0
CUST-2785,Organic,Mobile Web,West,Zone-5,Muscle Gain,Bronze,303,614.09,0.0
CUST-2786,Paid Social,iOS App,West,Zone-8,Endurance,Bronze,384,2102.97,0.0
CUST-2787,Influencer,iOS App,South,Zone-6,Weight Loss,Bronze,4671,863.15,18.0
CUST-2788,Paid Social,Android App,East,Zone-7,Endurance,Silver,930,691.48,0.0
CUST-2789,Paid Social,Android App,South,Zone-1,Weight Loss,Bronze,2736,438.34,0.0
CUST-2790,Organic,Android App,North,Zone-3,Weight Loss,Bronze,1851,878.89,8.0
CUST-2791,Search,Android App,West,Zone-1,General Health,Bronze,1330,1164.25,12.0
CUST-2792,Search,iOS App,West,Zone-8,Endurance,Bronze,3472,2441.85,7.0
CUST-2793,Organic,iOS App,East,Zone-5,General Health,Bronze,873,1306.13,0.0
CUST-2794,Organic,Desktop,South,Zone-4,Endurance,Bronze,259,1393.12,0.0
CUST-2795,Search,Desktop,North,Zone-1,Muscle Gain,Bronze,3646,528.26,0.0
CUST-2796,Organic,Desktop,North,Zone-6,Weight Loss,Bronze,2211,1949.29,0.0
CUST-2797,Organic,Android App,North,Zone-5,Weight Loss,Bronze,1442,1459.88,0.0
CUST-2798,Search,iOS App,South,Zone-7,Endurance,Bronze,2500,1131.23,10.0
CUST-2799,Organic,Desktop,North,Zone-8,Muscle Gain,Bronze,272,630.67,14.0
CUST-2800,Paid Social,Android App,East,Zone-4,General Health,Bronze,3741,1191.34,0.0
CUST-2801,Influencer,iOS App,East,Zone-2,General Health,Bronze,474,443.67,44.0
CUST-2802,Influencer,iOS App,South,Zone-5,Weight Loss,Bronze,2825,361.19,11.0
CUST-2803,Organic,iOS App,South,Zone-6,Endurance,Bronze,4815,2525.64,0.0
CUST-2804,Paid Social,iOS App,North,Zone-7,General Health,Bronze,913,1233.31,7.0
CUST-2805,Organic,Android App,North,Zone-3,Weight Loss,Bronze,4381,598.19,0.0
CUST-2806,Paid Social,Android App,East,Zone-8,Endurance,Gold,2981,407.35,0.0
CUST-2807,Organic,iOS App,North,Zone-9,Weight Loss,Bronze,2992,681.62,20.0
CUST-2808,Influencer,Android App,East,Zone-5,General Health,Bronze,1468,550.58,21.0
CUST-2809,Search,Desktop,East,Zone-2,General Health,Silver,3979,791.21,0.0
CUST-2810,Organic,Android App,West,Zone-1,Muscle Gain,Silver,3231,866.68,14.0
CUST-2811,Paid Social,Desktop,East,Zone-9,Muscle Gain,Bronze,2151,1800.01,7.0
CUST-2812,Search,iOS App,East,Zone-7,Muscle Gain,Bronze,3101,776.78,0.0
CUST-2813,Organic,Mobile Web,West,Zone-3,Weight Loss,Bronze,2558,629.76,0.0
CUST-2814,Organic,iOS App,East,Zone-4,Muscle Gain,Silver,401,1206.16,8.0
CUST-2815,Paid Social,Mobile Web,West,Zone-5,Muscle Gain,Gold,2181,1582.69,0.0
CUST-2816,Paid Social,iOS App,West,Zone-1,General Health,Silver,4638,407.12,0.0
CUST-2817,Organic,Mobile Web,West,Zone-5,Muscle Gain,Bronze,1943,769.74,0.0
CUST-2818,Organic,Android App,West,Zone-2,Endurance,Silver,2739,2046.82,0.0
CUST-2819,Search,Desktop,North,Zone-6,Weight Loss,Bronze,4453,1156.43,0.0
CUST-2820,Influencer,Android App,West,Zone-5,Endurance,Bronze,402,357.18,29.0
CUST-2821,Organic,iOS App,East,Zone-6,Weight Loss,Bronze,1066,1166.79,0.0
CUST-2822,Organic,iOS App,North,Zone-6,Endurance,Bronze,1065,1356.12,7.0
CUST-2823,Influencer,Desktop,North,Zone-7,Endurance,Bronze,1894,864.11,42.0
CUST-2824,Paid Social,iOS App,South,Zone-3,Muscle Gain,Bronze,2371,812.5,0.0
CUST-2825,Organic,Mobile Web,West,Zone-2,Endurance,Bronze,3802,995.46,17.0
CUST-2826,Paid Social,Android App,East,Zone-6,Weight Loss,Silver,123,1204.49,0.0
CUST-2827,Organic,iOS App,North,Zone-5,Weight Loss,Bronze,333,727.43,0.0
CUST-2828,Paid Social,iOS App,East,Zone-7,Weight Loss,Bronze,3879,1165.03,12.0
CUST-2829,Paid Social,Android App,South,Zone-9,Weight Loss,Bronze,1364,1077.82,0.0
CUST-2830,Search,iOS App,North,Zone-2,General Health,Bronze,3567,1470.79,0.0
CUST-2831,Organic,Android App,South,Zone-1,Endurance,Bronze,1207,379.96,0.0
CUST-2832,Paid Social,iOS App,South,Zone-4,General Health,Silver,4483,651.53,10.0
CUST-2833,Search,Android App,East,Zone-5,Endurance,Bronze,4454,1453.89,0.0
CUST-2834,Search,Android App,South,Zone-4,General Health,Bronze,4839,1408.41,0.0
CUST-2835,Search,Android App,East,Zone-6,General Health,Gold,1692,995.58,0.0
CUST-2836,Organic,Android App,West,Zone-5,General Health,Bronze,940,1011.21,0.0
CUST-2837,Organic,Desktop,North,Zone-5,Endurance,Silver,1043,323.29,14.0
CUST-2838,Paid Social,Mobile Web,East,Zone-3,General Health,Bronze,4853,1444.28,8.0
CUST-2839,Paid Social,Desktop,East,Zone-3,Muscle Gain,Bronze,1662,1533.82,0.0
CUST-2840,Organic,Android App,South,Zone-8,Endurance,Silver,548,652.16,0.0
CUST-2841,Influencer,Android App,West,Zone-3,Muscle Gain,Bronze,1287,1203.98,0.0
CUST-2842,Search,Desktop,East,Zone-8,Muscle Gain,Gold,2481,952.17,0.0
CUST-2843,Organic,Desktop,South,Zone-1,General Health,Bronze,3242,479.94,12.0
CUST-2844,Paid Social,Desktop,West,Zone-8,Weight Loss,Bronze,1054,1272.49,9.0
CUST-2845,Search,Android App,East,Zone-1,General Health,Gold,1068,1745.92,0.0
CUST-2846,Paid Social,Android App,North,Zone-6,General Health,Bronze,4754,1631.68,0.0
CUST-2847,Paid Social,iOS App,East,Zone-4,Endurance,Bronze,2781,1030.87,11.0
CUST-2848,Search,iOS App,South,Zone-4,Muscle Gain,Silver,4347,426.97,0.0
CUST-2849,Search,Mobile Web,East,Zone-1,Endurance,Bronze,3564,328.03,0.0
CUST-2850,Organic,Android App,West,Zone-2,Endurance,Bronze,1301,1589.99,0.0
CUST-2851,Influencer,iOS App,North,Zone-4,Weight Loss,Silver,4247,221.87,45.0
CUST-2852,Search,Android App,East,Zone-4,Weight Loss,Silver,2426,809.02,8.0
CUST-2853,Paid Social,Desktop,East,Zone-8,Muscle Gain,Bronze,4708,919.98,0.0
CUST-2854,Paid Social,iOS App,West,Zone-3,Weight Loss,Bronze,1875,922.65,9.0
CUST-2855,Paid Social,Android App,South,Zone-1,Muscle Gain,Bronze,2222,1164.23,6.0
CUST-2856,Search,iOS App,East,Zone-9,General Health,Gold,3887,1125.5,0.0
CUST-2857,Paid Social,iOS App,North,Zone-6,Muscle Gain,Bronze,384,1233.11,0.0
CUST-2858,Paid Social,Desktop,East,Zone-9,Weight Loss,Silver,4711,505.73,17.0
CUST-2859,Influencer,iOS App,South,Zone-3,Weight Loss,Bronze,3257,643.74,21.0
CUST-2860,Paid Social,iOS App,West,Zone-6,Weight Loss,Bronze,818,993.58,12.0
CUST-2861,Paid Social,Mobile Web,North,Zone-3,General Health,Bronze,566,786.78,0.0
CUST-2862,Search,Android App,East,Zone-4,Muscle Gain,Bronze,1486,1737.62,6.0
CUST-2863,Organic,Desktop,North,Zone-3,General Health,Bronze,956,536.6,9.0
CUST-2864,Search,iOS App,West,Zone-7,Weight Loss,Bronze,4729,308.35,25.0
